gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup
025331,20210831,2021,INDL,C,D,STD,FC,FRANKLIN COVEY CO,USD,A,2020
025338,20220228,2021,INDL,C,D,STD,BBBY,BED BATH & BEYOND INC,USD,A,2550
025339,20211231,2021,INDL,C,D,STD,CACC,CREDIT ACCEPTANCE CORP,USD,A,4020
025340,20210930,2021,INDL,C,D,STD,DHI,D R HORTON INC,USD,A,2520
025349,20211231,2021,INDL,C,D,STD,GBT,GLOBAL BLOOD THERAPEUTICS,USD,A,3520
025376,20211231,2021,INDL,C,D,STD,COLB,COLUMBIA BANKING SYSTEM INC,USD,A,4010
025389,20211231,2021,INDL,C,D,STD,GPK,GRAPHIC PACKAGING HOLDING CO,USD,A,1510
025430,20211031,2021,INDL,C,D,STD,FCEL,FUELCELL ENERGY INC,USD,A,2010
025434,20210930,2021,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,A,2530
025536,20210930,2021,INDL,C,D,STD,CENTA,CENTRAL GARDEN & PET CO,USD,A,3030
025632,20211231,2021,INDL,C,D,STD,KW,KENNEDY-WILSON HOLDINGS INC,USD,A,6010
025633,20211231,2021,INDL,C,D,STD,OHI,OMEGA HEALTHCARE INVS INC,USD,A,6010
025665,20211231,2021,INDL,C,D,STD,LTC,LTC PROPERTIES INC,USD,A,6010
025737,20211231,2021,INDL,C,D,STD,CAKE,CHEESECAKE FACTORY INC,USD,A,2530
025747,20211231,2021,INDL,C,D,STD,LFUS,LITTELFUSE INC,USD,A,4520
025749,20211231,2021,INDL,C,D,STD,ASGN,ASGN INC,USD,A,2020
025751,20211231,2021,INDL,C,D,STD,BLX,BANCO LATINOAMERICANO DE COM,USD,A,4020
025756,20220131,2021,INDL,C,D,STD,PSTG,PURE STORAGE INC,USD,A,4520
025870,20211231,2021,INDL,C,D,STD,MTX,MINERALS TECHNOLOGIES INC,USD,A,1510
025893,20211231,2021,INDL,C,D,STD,SITE,SITEONE LANDSCAPE SUPPLY INC,USD,A,2010
025895,20211231,2021,INDL,C,D,STD,RDN,RADIAN GROUP INC,USD,A,4010
025898,20211231,2021,INDL,C,D,STD,SGRY,SURGERY PARTNERS INC,USD,A,3510
025904,20211231,2021,INDL,C,D,STD,ACRS,ACLARIS THERAPEUTICS INC,USD,A,3520
025922,20211231,2021,INDL,C,D,STD,KAI,KADANT INC,USD,A,2010
025937,20211231,2021,INDL,C,D,STD,LGND,LIGAND PHARMACEUTICAL INC,USD,A,3520
025964,20211231,2021,INDL,C,D,STD,GTLS,CHART INDUSTRIES INC,USD,A,2010
026013,20211231,2021,INDL,C,D,STD,SM,SM ENERGY CO,USD,A,1010
026016,20211231,2021,INDL,C,D,STD,UVE,UNIVERSAL INSURANCE HLDGS,USD,A,4030
026061,20211231,2021,INDL,C,D,STD,MTCH,MATCH GROUP INC,USD,A,5020
026071,20211231,2021,INDL,C,D,STD,FCBC,FIRST CMNTY BANCSHARES INC,USD,A,4010
026081,20211231,2021,INDL,C,D,STD,KURA,KURA ONCOLOGY INC,USD,A,3520
026112,20211231,2021,INDL,C,D,STD,CTMX,CYTOMX THERAPEUTICS INC,USD,A,3520
026123,20211231,2021,INDL,C,D,STD,NVCR,NOVOCURE LTD,USD,A,3510
026146,20211231,2021,INDL,C,D,STD,RGNX,REGENXBIO INC,USD,A,3520
026147,20211231,2021,INDL,C,D,STD,PEN,PENUMBRA INC,USD,A,3510
026156,20211031,2021,INDL,C,D,STD,HPE,HEWLETT PACKARD ENTERPRISE,USD,A,4520
026162,20211231,2021,INDL,C,D,STD,ANAB,ANAPTYSBIO INC,USD,A,3520
026179,20211231,2021,INDL,C,D,STD,SMBK,SMARTFINANCIAL INC,USD,A,4010
026270,20211231,2021,INDL,C,D,STD,ABTX,ALLEGIANCE BANCSHARES INC,USD,A,4010
026347,20211231,2021,INDL,C,D,STD,EQBK,EQUITY BANCSHARES INC,USD,A,4010
026349,20211231,2021,INDL,C,D,STD,AXSM,AXSOME THERAPEUTICS INC,USD,A,3520
026410,20211231,2021,INDL,C,D,STD,FCPT,FOUR CORNERS PROPERTY TR INC,USD,A,6010
026545,20210930,2021,INDL,C,D,STD,RMR,RMR GROUP INC,USD,A,6010
026590,20211231,2021,INDL,C,D,STD,FTV,FORTIVE CORP,USD,A,2010
026636,20211231,2021,INDL,C,D,STD,SENS,SENSEONICS HLDGS INC,USD,A,3510
026658,20211231,2021,INDL,C,D,STD,AGR,AVANGRID INC,USD,A,5510
026669,20211231,2021,INDL,C,D,STD,OCX,ONCOCYTE CORP,USD,A,3520
026746,20210731,2021,INDL,C,D,STD,NTNX,NUTANIX INC,USD,A,4510
026749,20211231,2021,INDL,C,D,STD,HRI,HERC HOLDINGS INC,USD,A,2010
026788,20211231,2021,INDL,C,D,STD,TRHC,TABULA RASA HEALTHCARE INC,USD,A,3510
026812,20211231,2021,INDL,C,D,STD,GCP,GCP APPLIED TECHNOLOGIES INC,USD,A,1510
026847,20211231,2021,INDL,C,D,STD,TCMD,TACTILE SYSTEMS TECHNOLOGY,USD,A,3510
026864,20211231,2021,INDL,C,D,STD,CDEV,CENTENNIAL RES DVLPMNT INC,USD,A,1010
026874,20211231,2021,INDL,C,D,STD,EDIT,EDITAS MEDICINE INC,USD,A,3520
026892,20211231,2021,INDL,C,D,STD,RETA,REATA PHARMACEUTICALS INC,USD,A,3520
027014,20210930,2021,INDL,C,D,STD,ATKR,ATKORE INC,USD,A,2010
027119,20211231,2021,INDL,C,D,STD,NGVT,INGEVITY CORP,USD,A,1510
027155,20211231,2021,INDL,C,D,STD,NTLA,INTELLIA THERAPEUTICS INC,USD,A,3520
027187,20211231,2021,INDL,C,D,STD,FWONK,LIBERTY MEDIA FORMULA ONE,USD,A,5020
027333,20210930,2021,INDL,C,D,STD,ADNT,ADIENT PLC,USD,A,2510
027354,20211231,2021,INDL,C,D,STD,SELB,SELECTA BIOSCIENCES INC,USD,A,3520
027364,20211231,2021,INDL,C,D,STD,TWLO,TWILIO INC,USD,A,4510
027373,20210930,2021,INDL,C,D,STD,VVV,VALVOLINE INC,USD,A,1510
027386,20211231,2021,INDL,C,D,STD,JELD,JELD-WEN HOLDING INC,USD,A,2010
027387,20211231,2021,INDL,C,D,STD,PI,IMPINJ INC,USD,A,4530
027392,20211231,2021,INDL,C,D,STD,SYRS,SYROS PHARMACEUTICALS INC,USD,A,3520
027393,20211231,2021,INDL,C,D,STD,HGV,HILTON GRAND VACATIONS,USD,A,2530
027394,20211231,2021,INDL,C,D,STD,PK,PARK HOTELS & RESORTS,USD,A,6010
027574,20211231,2021,INDL,C,D,STD,TPIC,TPI COMPOSITES INC,USD,A,2010
027575,20211231,2021,INDL,C,D,STD,GOLF,ACUSHNET HOLDINGS CORP,USD,A,2520
027604,20211231,2021,INDL,C,D,STD,HONE,HARBORONE BANCORP INC,USD,A,4010
027638,20211231,2021,INDL,C,D,STD,AA,ALCOA CORP,USD,A,1510
027652,20211231,2021,INDL,C,D,STD,KNSL,KINSALE CAPITAL GROUP INC,USD,A,4030
027665,20211231,2021,INDL,C,D,STD,FHB,FIRST HAWAIIAN INC,USD,A,4010
027670,20211231,2021,INDL,C,D,STD,PTGX,PROTAGONIST THERAPEUTICS INC,USD,A,3520
027706,20211231,2021,INDL,C,D,STD,INSW,INTERNATIONAL SEAWAYS INC,USD,A,1010
027716,20211231,2021,INDL,C,D,STD,MDGL,MADRIGAL PHARMACEUTICALS INC,USD,A,3520
027737,20211231,2021,INDL,C,D,STD,ATOM,ATOMERA INC,USD,A,4530
027776,20211231,2021,INDL,C,D,STD,RCKY,ROCKY BRANDS INC,USD,A,2520
027803,20211231,2021,INDL,C,D,STD,DFIN,DONNELLEY FINANCIAL SOLTNS,USD,A,4020
027810,20211231,2021,INDL,C,D,STD,LIVN,LIVANOVA PLC,USD,A,3510
027828,20211231,2021,INDL,C,D,STD,UEIC,UNIVERSAL ELECTRONICS INC,USD,A,2520
027871,20211231,2021,INDL,C,D,STD,FBK,FB FINANCIAL CORP,USD,A,4010
027874,20211231,2021,INDL,C,D,STD,EVBG,EVERBRIDGE INC,USD,A,4510
027875,20211231,2021,INDL,C,D,STD,ELS,EQUITY LIFESTYLE PPTYS INC,USD,A,6010
027885,20211231,2021,INDL,C,D,STD,TTD,TRADE DESK INC,USD,A,4510
027914,20211231,2021,INDL,C,D,STD,HUM,HUMANA INC,USD,A,3510
027925,20211231,2021,INDL,C,D,STD,AVID,AVID TECHNOLOGY INC,USD,A,4520
027928,20210731,2021,INDL,C,D,STD,INTU,INTUIT INC,USD,A,4510
027938,20220131,2021,INDL,C,D,STD,SCVL,SHOE CARNIVAL INC,USD,A,2550
027945,20211231,2021,INDL,C,D,STD,CSTR,CAPSTAR FINANCIAL HLDGS INC,USD,A,4010
027960,20211231,2021,INDL,C,D,STD,ALG,ALAMO GROUP INC,USD,A,2010
027981,20220131,2021,INDL,C,D,STD,CHS,CHICOS FAS INC,USD,A,2550
028012,20211231,2021,INDL,C,D,STD,FLGT,FULGENT GENETICS INC,USD,A,3510
028022,20211231,2021,INDL,C,D,STD,BANF,BANCFIRST CORP/OK,USD,A,4010
028034,20211231,2021,INDL,C,D,STD,CB,CHUBB LTD,USD,A,4030
028070,20211231,2021,INDL,C,D,STD,ASIX,ADVANSIX INC,USD,A,1510
028071,20211231,2021,INDL,C,D,STD,DZSI,DASAN ZHONE SOLUTIONS INC,USD,A,4520
028084,20220131,2021,INDL,C,D,STD,COUP,COUPA SOFTWARE INC,USD,A,4510
028118,20211231,2021,INDL,C,D,STD,FOSL,FOSSIL GROUP INC,USD,A,2520
028139,20210930,2021,INDL,C,D,STD,SANM,SANMINA CORP,USD,A,4520
028155,20211231,2021,INDL,C,D,STD,TCBK,TRICO BANCSHARES,USD,A,4010
028176,20211231,2021,INDL,C,D,STD,ATR,APTARGROUP INC,USD,A,1510
028180,20211231,2021,INDL,C,D,STD,ORLY,O'REILLY AUTOMOTIVE INC,USD,A,2550
028191,20211231,2021,INDL,C,D,STD,RCL,ROYAL CARIBBEAN GROUP,USD,A,2530
028195,20210831,2021,INDL,C,D,STD,JBL,JABIL INC,USD,A,4520
028209,20211231,2021,INDL,C,D,STD,ANIK,ANIKA THERAPEUTICS INC,USD,A,3520
028216,20211231,2021,INDL,C,D,STD,RGA,REINSURANCE GROUP AMER INC,USD,A,4030
028278,20211231,2021,INDL,C,D,STD,GABC,GERMAN AMERICAN BANCORP INC,USD,A,4010
028295,20211231,2021,INDL,C,D,STD,TWI,TITAN INTERNATIONAL INC,USD,A,2010
028320,20211231,2021,INDL,C,D,STD,CDW,CDW CORP,USD,A,4520
028322,20211231,2021,INDL,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,A,6010
028323,20211231,2021,INDL,C,D,STD,AKR,ACADIA REALTY TRUST,USD,A,6010
028340,20211231,2021,INDL,C,D,STD,SKT,TANGER FACTORY OUTLET CTRS,USD,A,6010
028349,20211231,2021,INDL,C,D,STD,ALL,ALLSTATE CORP,USD,A,4030
028367,20211231,2021,INDL,C,D,STD,IRTC,IRHYTHM TECHNOLOGIES INC,USD,A,3510
028380,20211231,2021,INDL,C,D,STD,OFIX,ORTHOFIX MEDICAL INC,USD,A,3510
028384,20211231,2021,INDL,C,D,STD,SPNS,SAPIENS INTERNATIONAL CORP,USD,A,4510
028397,20211231,2021,INDL,C,D,STD,PZZA,PAPA JOHNS INTERNATIONAL INC,USD,A,2530
028410,20211231,2021,INDL,C,D,STD,BBSI,BARRETT BUSINESS SVCS INC,USD,A,2020
028420,20211231,2021,INDL,C,D,STD,BL,BLACKLINE INC,USD,A,4510
028499,20211231,2021,INDL,C,D,STD,YUMC,YUM CHINA HOLDINGS INC,USD,A,2530
028590,20211231,2021,INDL,C,D,STD,BCO,BRINKS CO,USD,A,2020
028629,20211231,2021,INDL,C,D,STD,CPT,CAMDEN PROPERTY TRUST,USD,A,6010
028670,20211231,2021,INDL,C,D,STD,IIPR,INNOVATIVE INDUSTRIAL PPTYS,USD,A,6010
028704,20211231,2021,INDL,C,D,STD,MCRI,MONARCH CASINO & RESORT INC,USD,A,2530
028719,20211231,2021,INDL,C,D,STD,CNDT,CONDUENT INC,USD,A,4510
028733,20211231,2021,INDL,C,D,STD,EQR,EQUITY RESIDENTIAL,USD,A,6010
028742,20211231,2021,INDL,C,D,STD,BWA,BORGWARNER INC,USD,A,2510
028749,20211231,2021,INDL,C,D,STD,FLL,FULL HOUSE RESORTS INC,USD,A,2530
028762,20211231,2021,INDL,C,D,STD,SPTN,SPARTANNASH CO,USD,A,3010
028769,20211231,2021,INDL,C,D,STD,BFS,SAUL CENTERS INC,USD,A,6010
028785,20211231,2021,INDL,C,D,STD,WINA,WINMARK CORP,USD,A,2550
028787,20210630,2021,INDL,C,D,STD,PFGC,PERFORMANCE FOOD GROUP CO,USD,A,3010
028806,20210930,2021,INDL,C,D,STD,ARWR,ARROWHEAD PHARMACEUTICAL INC,USD,A,3520
028866,20210930,2021,INDL,C,D,STD,CASH,META FINANCIAL GROUP INC,USD,A,4010
028930,20211231,2021,INDL,C,D,STD,MAR,MARRIOTT INTL INC,USD,A,2530
028940,20211231,2021,INDL,C,D,STD,BDC,BELDEN INC,USD,A,4520
028967,20211231,2021,INDL,C,D,STD,QCRH,QCR HOLDINGS INC,USD,A,4010
029004,20210930,2021,INDL,C,D,STD,VREX,VAREX IMAGING CORP,USD,A,3510
029011,20211231,2021,INDL,C,D,STD,BYD,BOYD GAMING CORP,USD,A,2530
029018,20211231,2021,INDL,C,D,STD,ALBO,ALBIREO PHARMA INC,USD,A,3520
029028,20210831,2021,INDL,C,D,STD,COST,COSTCO WHOLESALE CORP,USD,A,3010
029052,20211231,2021,INDL,C,D,STD,LXP,LXP INDUSTRIAL TRUST,USD,A,6010
029099,20211231,2021,INDL,C,D,STD,REG,REGENCY CENTERS CORP,USD,A,6010
029101,20211231,2021,INDL,C,D,STD,FFIN,FIRST FINL BANKSHARES INC,USD,A,4010
029108,20211231,2021,INDL,C,D,STD,PTEN,PATTERSON-UTI ENERGY INC,USD,A,1010
029127,20211231,2021,INDL,C,D,STD,INCY,INCYTE CORP,USD,A,3520
029133,20211231,2021,INDL,C,D,STD,ITRI,ITRON INC,USD,A,4520
029150,20220131,2021,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,A,2550
029151,20211231,2021,INDL,C,D,STD,CNTY,CENTURY CASINOS INC,USD,A,2530
029156,20211231,2021,INDL,C,D,STD,UFPI,UFP INDUSTRIES INC,USD,A,2010
029191,20211231,2021,INDL,C,D,STD,ICHR,ICHOR HOLDINGS LTD,USD,A,4530
029206,20211231,2021,INDL,C,D,STD,FWRD,FORWARD AIR CORP,USD,A,2030
029217,20210831,2021,INDL,C,D,STD,SCHN,SCHNITZER STEEL INDS  -CL A,USD,A,1510
029241,20210630,2021,INDL,C,D,STD,VIAV,VIAVI SOLUTIONS INC,USD,A,4520
029282,20211231,2021,INDL,C,D,STD,NYCB,NEW YORK CMNTY BANCORP INC,USD,A,4010
029359,20211231,2021,INDL,C,D,STD,SUI,SUN COMMUNITIES INC,USD,A,6010
029382,20211231,2021,INDL,C,D,STD,SHOO,MADDEN STEVEN LTD,USD,A,2520
029389,20211231,2021,INDL,C,D,STD,SPG,SIMON PROPERTY GROUP INC,USD,A,6010
029392,20211231,2021,INDL,C,D,STD,EMN,EASTMAN CHEMICAL CO,USD,A,1510
029449,20211231,2021,INDL,C,D,STD,UFPT,UFP TECHNOLOGIES INC,USD,A,3510
029453,20211231,2021,INDL,C,D,STD,LNG,CHENIERE ENERGY INC,USD,A,1010
029517,20211231,2021,INDL,C,D,STD,MED,MEDIFAST INC,USD,A,3030
029609,20210630,2021,INDL,C,D,STD,HAIN,HAIN CELESTIAL GROUP INC,USD,A,3020
029649,20211231,2021,INDL,C,D,STD,MAA,MID-AMERICA APT CMNTYS INC,USD,A,6010
029684,20211231,2021,INDL,C,D,STD,JNCE,JOUNCE THERAPEUTICS INC,USD,A,3520
029733,20211231,2021,INDL,C,D,STD,MLM,MARTIN MARIETTA MATERIALS,USD,A,1510
029736,20211231,2021,INDL,C,D,STD,TSCO,TRACTOR SUPPLY CO,USD,A,2550
029751,20211231,2021,INDL,C,D,STD,ALB,ALBEMARLE CORP,USD,A,1510
029755,20210930,2021,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,A,2520
029804,20211231,2021,INDL,C,D,STD,IVZ,INVESCO LTD,USD,A,4020
029830,20210930,2021,INDL,C,D,STD,WRK,WESTROCK CO,USD,A,1510
029837,20211231,2021,INDL,C,D,STD,BCRX,BIOCRYST PHARMACEUTICALS INC,USD,A,3520
029855,20211231,2021,INDL,C,D,STD,FMNB,FARMERS NATL BANC CORP/OH,USD,A,4010
029868,20211231,2021,INDL,C,D,STD,MAC,MACERICH CO,USD,A,6010
029875,20211231,2021,INDL,C,D,STD,AVB,AVALONBAY COMMUNITIES INC,USD,A,6010
029901,20210731,2021,INDL,C,D,STD,CPRT,COPART INC,USD,A,2020
029910,20210630,2021,INDL,C,D,STD,SCSC,SCANSOURCE INC,USD,A,4520
029962,20211031,2021,INDL,C,D,STD,LMNR,LIMONEIRA CO,USD,A,3020
029984,20211231,2021,INDL,C,D,STD,PLD,PROLOGIS INC,USD,A,6010
029994,20211231,2021,INDL,C,D,STD,FMBH,FIRST MID BANCSHARES INC,USD,A,4010
030055,20210630,2021,INDL,C,D,STD,SMBC,SOUTHERN MISSOURI BANCP INC,USD,A,4010
030059,20220131,2021,INDL,C,D,STD,AEO,AMERN EAGLE OUTFITTERS INC,USD,A,2550
030067,20211231,2021,INDL,C,D,STD,ADC,AGREE REALTY CORP,USD,A,6010
030098,20211231,2021,INDL,C,D,STD,IR,INGERSOLL RAND INC,USD,A,2010
030137,20211231,2021,INDL,C,D,STD,NKTR,NEKTAR THERAPEUTICS,USD,A,3520
030222,20211231,2021,INDL,C,D,STD,ABCB,AMERIS BANCORP,USD,A,4010
030259,20211231,2021,INDL,C,D,STD,PENN,PENN NATIONAL GAMING INC,USD,A,2530
030260,20211231,2021,INDL,C,D,STD,SSD,SIMPSON MANUFACTURING INC,USD,A,2010
030293,20211231,2021,INDL,C,D,STD,ESS,ESSEX PROPERTY TRUST,USD,A,6010
030298,20211231,2021,INDL,C,D,STD,HIW,HIGHWOODS PROPERTIES INC,USD,A,6010
030312,20211231,2021,INDL,C,D,STD,IMAX,IMAX CORP,USD,A,5020
030384,20211231,2021,INDL,C,D,STD,FR,FIRST INDL REALTY TRUST INC,USD,A,6010
030443,20211231,2021,INDL,C,D,STD,FDP,FRESH DEL MONTE PRODUCE INC,USD,A,3020
030463,20210831,2021,INDL,C,D,STD,GBX,GREENBRIER COS INC (THE),USD,A,2010
030477,20210930,2021,INDL,C,D,STD,MATW,MATTHEWS INTL CORP  -CL A,USD,A,2020
030490,20211231,2021,INDL,C,D,STD,AIV,APARTMENT INVST & MGMT CO,USD,A,6010
030536,20211231,2021,INDL,C,D,STD,GEO,GEO GROUP INC,USD,A,2020
030558,20211231,2021,INDL,C,D,STD,MLR,MILLER INDUSTRIES INC/TN,USD,A,2010
030576,20211231,2021,INDL,C,D,STD,ADTN,ADTRAN INC,USD,A,4520
030612,20211231,2021,INDL,C,D,STD,AMED,AMEDISYS INC,USD,A,3510
030651,20211231,2021,INDL,C,D,STD,DAR,DARLING INGREDIENTS INC,USD,A,3020
030662,20211231,2021,INDL,C,D,STD,SIRI,SIRIUS XM HOLDINGS INC,USD,A,5020
030822,20211231,2021,INDL,C,D,STD,O,REALTY INCOME CORP,USD,A,6010
030870,20210630,2021,INDL,C,D,STD,AZPN,ASPEN TECHNOLOGY INC,USD,A,4510
030932,20211231,2021,INDL,C,D,STD,NWBI,NORTHWEST BANCSHARES INC,USD,A,4010
030990,20211231,2021,INDL,C,D,STD,COF,CAPITAL ONE FINANCIAL CORP,USD,A,4020
031368,20211231,2021,INDL,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,A,4010
031453,20211231,2021,INDL,C,D,STD,NSIT,INSIGHT ENTERPRISES INC,USD,A,4520
031460,20211231,2021,INDL,C,D,STD,RCII,RENT-A-CENTER INC,USD,A,2550
031564,20211231,2021,INDL,C,D,STD,ACIW,ACI WORLDWIDE INC,USD,A,4510
031587,20220131,2021,INDL,C,D,STD,DLTR,DOLLAR TREE INC,USD,A,2550
031607,20211231,2021,INDL,C,D,STD,NATI,NATIONAL INSTRUMENTS CORP,USD,A,4520
031673,20210930,2021,INDL,C,D,STD,ABC,AMERISOURCEBERGEN CORP,USD,A,3510
031752,20211231,2021,INDL,C,D,STD,CBZ,CBIZ INC,USD,A,2020
031764,20211231,2021,INDL,C,D,STD,BMRC,BANK OF MARIN BANCORP,USD,A,4010
031843,20211231,2021,INDL,C,D,STD,HLIT,HARMONIC INC,USD,A,4520
031887,20210630,2021,INDL,C,D,STD,RMD,RESMED INC,USD,A,3510
031895,20211231,2021,INDL,C,D,STD,BHB,BAR HARBOR BANKSHARES,USD,A,4010
034010,20211231,2021,INDL,C,D,STD,CRK,COMSTOCK RESOURCES INC,USD,A,1010
034636,20210630,2021,INDL,C,D,STD,FOXA,FOX CORP,USD,A,5020
035978,20211231,2021,INDL,C,D,STD,ARNC,ARCONIC CORP,USD,A,1510
036691,20211231,2021,INDL,C,D,STD,IAC,IAC/INTERACTIVECORP,USD,A,5020
037445,20211231,2021,INDL,C,D,STD,AAN,AARONS CO INC (THE),USD,A,2550
060800,20211231,2021,INDL,C,D,STD,SBGI,SINCLAIR BROADCAST GP  -CL A,USD,A,5020
060900,20211231,2021,INDL,C,D,STD,DISH,DISH NETWORK CORP,USD,A,5020
060902,20211231,2021,INDL,C,D,STD,HA,HAWAIIAN HOLDINGS INC,USD,A,2030
060914,20211231,2021,INDL,C,D,STD,LSI,LIFE STORAGE INC,USD,A,6010
060923,20220131,2021,INDL,C,D,STD,PLAY,DAVE & BUSTER'S ENTMT INC,USD,A,2530
060979,20211231,2021,INDL,C,D,STD,WAB,WABTEC CORP,USD,A,2010
061155,20211231,2021,INDL,C,D,STD,AAWW,ATLAS AIR WORLDWIDE HLDG INC,USD,A,2030
061163,20211231,2021,INDL,C,D,STD,SHO,SUNSTONE HOTEL INVESTORS INC,USD,A,6010
061179,20211231,2021,INDL,C,D,STD,KFRC,KFORCE INC,USD,A,2020
061181,20211231,2021,INDL,C,D,STD,IART,INTEGRA LIFESCIENCES HOLDNGS,USD,A,3510
061302,20211231,2021,INDL,C,D,STD,ACGL,ARCH CAPITAL GROUP LTD,USD,A,4030
061325,20211231,2021,INDL,C,D,STD,MD,MEDNAX INC,USD,A,3510
061356,20211231,2021,INDL,C,D,STD,NOVT,NOVANTA INC,USD,A,4520
061380,20211231,2021,INDL,C,D,STD,ERIE,ERIE INDEMNITY CO,USD,A,4030
061388,20211231,2021,INDL,C,D,STD,RE,EVEREST RE GROUP LTD,USD,A,4030
061399,20211231,2021,INDL,C,D,STD,MYGN,MYRIAD GENETICS INC,USD,A,3520
061408,20211231,2021,INDL,C,D,STD,THG,HANOVER INSURANCE GROUP INC,USD,A,4030
061418,20210930,2021,INDL,C,D,STD,RICK,RCI HOSPITALITY HLDGS INC,USD,A,2530
061420,20211231,2021,INDL,C,D,STD,POOL,POOL CORP,USD,A,2550
061483,20211231,2021,INDL,C,D,STD,DVA,DAVITA INC,USD,A,3510
061487,20211231,2021,INDL,C,D,STD,BANR,BANNER CORP,USD,A,4010
061490,20211231,2021,INDL,C,D,STD,OPK,OPKO HEALTH INC,USD,A,3520
061494,20211231,2021,INDL,C,D,STD,HSIC,HENRY SCHEIN INC,USD,A,3510
061519,20211231,2021,INDL,C,D,STD,SWM,SCHWEITZER-MAUDUIT INTL INC,USD,A,1510
061562,20211231,2021,INDL,C,D,STD,AEIS,ADVANCED ENERGY INDS INC,USD,A,4520
061567,20210630,2021,INDL,C,D,STD,EL,ESTEE LAUDER COMPANIES INC,USD,A,3030
061574,20211231,2021,INDL,C,D,STD,WAT,WATERS CORP,USD,A,3520
061585,20211231,2021,INDL,C,D,STD,FFIC,FLUSHING FINANCIAL CORP,USD,A,4010
061635,20211231,2021,INDL,C,D,STD,NWPX,NORTHWEST PIPE CO,USD,A,2010
061655,20211231,2021,INDL,C,D,STD,NVAX,NOVAVAX INC,USD,A,3520
061676,20211231,2021,INDL,C,D,STD,CTXS,CITRIX SYSTEMS INC,USD,A,4510
061693,20211231,2021,INDL,C,D,STD,HTLF,HEARTLAND FINANCIAL USA INC,USD,A,4010
061711,20211231,2021,INDL,C,D,STD,TGTX,TG THERAPEUTICS INC,USD,A,3520
061732,20210831,2021,INDL,C,D,STD,MSM,MSC INDUSTRIAL DIRECT  -CL A,USD,A,2010
061739,20211231,2021,INDL,C,D,STD,HIG,HARTFORD FINANCIAL SERVICES,USD,A,4030
061811,20211231,2021,INDL,C,D,STD,SCCO,SOUTHERN COPPER CORP,USD,A,1510
062266,20211231,2021,INDL,C,D,STD,CSGS,CSG SYSTEMS INTL INC,USD,A,4510
062374,20211231,2021,INDL,C,D,STD,IRM,IRON MOUNTAIN INC,USD,A,6010
062378,20211231,2021,INDL,C,D,STD,HUBG,HUB GROUP INC  -CL A,USD,A,2030
062396,20210731,2021,INDL,C,D,STD,IDT,IDT CORP,USD,A,5010
062475,20211231,2021,INDL,C,D,STD,ABUS,ARBUTUS BIOPHARMA CORP,USD,A,3520
062516,20211231,2021,INDL,C,D,STD,CENX,CENTURY ALUMINUM CO,USD,A,1510
062654,20211231,2021,INDL,C,D,STD,SASR,SANDY SPRING BANCORP INC,USD,A,4010
062689,20211231,2021,INDL,C,D,STD,TRV,TRAVELERS COS INC,USD,A,4030
062723,20211231,2021,INDL,C,D,STD,TCX,TUCOWS INC,USD,A,4510
062823,20211231,2021,INDL,C,D,STD,FCN,FTI CONSULTING INC,USD,A,2020
062897,20211231,2021,INDL,C,D,STD,TUP,TUPPERWARE BRANDS CORP,USD,A,2520
062921,20211231,2021,INDL,C,D,STD,NBIX,NEUROCRINE BIOSCIENCES INC,USD,A,3520
062965,20211231,2021,INDL,C,D,STD,SSNC,SS&C TECHNOLOGIES HLDGS INC,USD,A,4510
062979,20211231,2021,INDL,C,D,STD,SBSI,SOUTHSIDE BANCSHARES INC,USD,A,4010
063000,20211231,2021,INDL,C,D,STD,RUSHA,RUSH ENTERPRISES INC,USD,A,2010
063080,20211231,2021,INDL,C,D,STD,ANSS,ANSYS INC,USD,A,4510
063172,20210831,2021,INDL,C,D,STD,FDS,FACTSET RESEARCH SYSTEMS INC,USD,A,4020
063186,20211231,2021,INDL,C,D,STD,QGEN,QIAGEN NV,USD,A,3520
063232,20211231,2021,INDL,C,D,STD,OCFC,OCEANFIRST FINANCIAL CORP,USD,A,4010
063290,20211231,2021,INDL,C,D,STD,PEGA,PEGASYSTEMS INC,USD,A,4510
063338,20211231,2021,INDL,C,D,STD,STRA,STRATEGIC EDUCATION INC,USD,A,2530
063405,20211231,2021,INDL,C,D,STD,GERN,GERON CORP,USD,A,3520
063417,20211231,2021,INDL,C,D,STD,TTEC,TTEC HOLDINGS INC,USD,A,4510
063422,20211231,2021,INDL,C,D,STD,LAMR,LAMAR ADVERTISING CO  -CL A,USD,A,6010
063447,20220131,2021,INDL,C,D,STD,GES,GUESS INC,USD,A,2550
063456,20211231,2021,INDL,C,D,STD,CSV,CARRIAGE SERVICES INC,USD,A,2530
063527,20211231,2021,INDL,C,D,STD,SRCL,STERICYCLE INC,USD,A,2020
063531,20211231,2021,INDL,C,D,STD,MVIS,MICROVISION INC,USD,A,4520
063643,20220131,2021,INDL,C,D,STD,ANF,ABERCROMBIE & FITCH  -CL A,USD,A,2550
